time,open,close,high,low,volume
2016-10-28 23:30:00,25.0,25.0,25.0,25.0,0.10070465
2016-10-29 01:30:00,20.0,20.0,20.0,20.0,0.0007
2016-10-29 02:00:00,10.0,10.0,10.0,10.0,0.00381883
2016-10-29 02:30:00,15.0,15.0,15.0,15.0,0.0166
2016-10-29 04:00:00,10.0,10.0,10.0,10.0,0.08410000000000001
2016-10-29 04:30:00,11.0,11.0,11.0,11.0,0.0143
2016-10-29 07:30:00,11.0,11.0,11.0,11.0,0.002
2016-10-29 08:00:00,7.0,7.0,7.0,7.0,0.055600000000000004
2016-10-29 08:30:00,7.0,7.0,7.0,7.0,0.08646588
2016-10-29 09:00:00,7.0,7.0,7.0,7.0,0.23846859
2016-10-29 11:30:00,7.01,7.01,7.01,7.01,0.00868167
2016-10-29 12:00:00,7.01,15.0,15.0,7.01,0.0033253
2016-10-29 12:30:00,15.0,15.0,15.0,15.0,0.0049
2016-10-29 13:00:00,15.0,15.0,15.0,15.0,0.003
2016-10-29 13:30:00,7.0,7.0,7.0,7.0,0.1460413
2016-10-29 14:00:00,14.99,7.0,14.99,7.0,0.01000786
2016-10-29 14:30:00,7.0,7.0,7.0,7.0,0.00568278
2016-10-29 15:30:00,12.5,2.0,12.5,2.0,0.48519755
2016-10-29 17:00:00,8.0,8.0,8.0,8.0,0.01007748
2016-10-29 20:00:00,7.9,4.369,7.9,4.369,0.0112706
2016-10-29 22:30:00,3.0,3.0,3.0,3.0,0.10786716
2016-10-29 23:30:00,2.5,2.5,2.5,2.5,0.00607812
2016-10-30 00:00:00,2.7499,2.7499,2.7499,2.7499,0.00368834
2016-10-30 00:30:00,2.8,2.8,2.8,2.8,0.00625606
2016-10-30 01:30:00,2.5873,2.5873,2.5873,2.5873,0.0061
2016-10-30 02:00:00,2.5,2.5,2.5,2.5,0.09392188
2016-10-30 03:00:00,2.1,2.1,2.1,2.1,0.1
2016-10-30 03:30:00,2.1,2.1,2.1,2.1,0.15000000000000002
2016-10-30 04:00:00,2.0,2.0,2.0,2.0,0.0001511
2016-10-30 04:30:00,2.0,2.0,2.0,2.0,0.0101059
2016-10-30 05:00:00,2.0,2.0,2.0,2.0,0.5279809999999999
2016-10-30 05:30:00,2.1077,2.1077,2.1077,2.1077,0.00011
2016-10-30 06:00:00,2.5,2.1,2.5,2.1,0.00035387
2016-10-30 06:30:00,3.75,1.7921,3.75,1.7921,0.0209285
2016-10-30 07:30:00,1.5473,1.52,1.5473,1.52,0.07284146999999999
2016-10-30 08:00:00,1.3159,1.3052,1.3159,1.3008,0.14804236999999998
2016-10-30 08:30:00,1.073,1.3368,1.3368,1.073,0.00229761
2016-10-30 09:00:00,1.1269,1.1269,1.1269,1.1269,0.00092133
2016-10-30 09:30:00,1.1269,1.1269,1.1269,1.1269,0.00093342
2016-10-30 10:00:00,1.3368,1.3368,1.3368,1.3368,0.00056985
2016-10-30 12:00:00,3.25,1.2001,3.25,1.2001,0.0105
2016-10-30 12:30:00,1.25,1.2014,1.25,1.2014,0.0237
2016-10-30 13:00:00,1.2,1.2001,1.2001,1.2,0.05
2016-10-30 13:30:00,1.2,1.2247,1.2247,1.2,0.026000000000000002
2016-10-30 14:30:00,1.2001,1.2017,1.2017,1.2001,0.015799999999999998
2016-10-30 15:00:00,1.21,1.2,1.21,1.2,0.03010599
2016-10-30 15:30:00,1.2,1.0233,1.2,1.0068,0.41212271
2016-10-30 16:00:00,0.9436,1.0922,1.0922,0.9436,0.03481334
2016-10-30 16:30:00,0.9875,0.93,0.9875,0.93,0.032129130000000006
2016-10-30 18:00:00,0.9014,0.7891,0.9014,0.7891,0.01799969
2016-10-30 20:30:00,0.75469,0.76088,0.76128,0.71,0.05240871
2016-10-30 21:00:00,0.71,0.76888,0.76888,0.71,0.00608562
2016-10-30 21:30:00,0.71,2.0,2.0,0.71,0.061279360000000005
2016-10-30 22:00:00,2.2142,1.9716,3.0,1.9716,0.37238798
2016-10-30 22:30:00,0.855,0.91,1.01,0.855,0.38585121999999994
2016-10-30 23:30:00,0.82,0.82,0.82,0.82,0.037000000000000005
2016-10-31 00:00:00,0.82,0.82,0.82,0.82,0.01829649
2016-10-31 00:30:00,0.81,0.81,0.81,0.81,0.00584368
2016-10-31 01:00:00,0.8101,0.8101,0.8101,0.8101,0.01043937
2016-10-31 01:30:00,0.8283,0.8283,0.8283,0.8283,0.00580259
2016-10-31 02:00:00,0.82,0.796,0.82,0.796,1.5054999599999996
2016-10-31 02:30:00,0.796,0.78,0.796,0.78,0.15422644
2016-10-31 03:00:00,0.78,0.7106,0.78,0.7106,0.13968440999999998
2016-10-31 03:30:00,0.7101,0.7101,0.7101,0.7101,0.038765549999999996
2016-10-31 04:00:00,0.71,0.71,0.71,0.71,0.10892468
2016-10-31 05:00:00,0.9,2.9968,3.0,0.9,0.5189904
2016-10-31 05:30:00,0.7243,1.3368,1.5,0.7243,0.09110188000000001
2016-10-31 06:00:00,0.6958,0.6958,0.6958,0.6958,0.00519426
2016-10-31 06:30:00,0.73,0.73,0.73,0.73,0.009899999999999999
2016-10-31 07:00:00,1.32,0.71,1.32,0.71,0.00639801
2016-10-31 07:30:00,0.71,0.71,0.71,0.71,0.00493763
2016-10-31 08:00:00,0.71,0.71,0.71,0.71,0.03919165
2016-10-31 08:30:00,0.6407,0.7125,0.7125,0.6407,0.01298666
2016-10-31 09:00:00,0.7197,0.8399,0.8399,0.7197,0.0298646
2016-10-31 09:30:00,0.7526,0.7526,0.7526,0.7526,0.0135611
2016-10-31 10:00:00,0.7441,0.7441,0.7441,0.7441,0.01099967
2016-10-31 10:30:00,0.7917,0.7356,0.7917,0.7356,0.02014193
2016-10-31 11:00:00,0.7456,0.7133,0.7633,0.7133,0.0551229
2016-10-31 12:00:00,0.7278,0.7278,0.7278,0.7278,0.01060061
2016-10-31 12:30:00,0.7695,0.8,0.8,0.7303,0.07503447
2016-10-31 14:00:00,0.73,0.7119,0.819,0.7119,1.21216921
2016-10-31 15:00:00,0.7635,0.7515,0.7635,0.7515,0.04059431
2016-10-31 15:30:00,0.7531,0.759,0.759,0.7531,0.01020748
2016-10-31 16:00:00,0.7535,0.7638,0.7638,0.7535,0.18587278
2016-10-31 16:30:00,0.7506,0.7545,0.7545,0.7506,0.01142485
2016-10-31 17:00:00,0.754,0.7625,0.819,0.754,0.21156866000000002
2016-10-31 17:30:00,0.819,1.2604,3.0,0.819,0.6739518299999998
2016-10-31 18:00:00,0.8205,0.7896,0.99,0.7896,0.95135083
2016-10-31 18:30:00,0.8,0.96,0.96,0.8,0.10446054
2016-10-31 19:00:00,1.4823,1.4823,1.4823,1.4823,0.14854571
2016-10-31 19:30:00,1.0,1.7171,1.7171,1.0,1.80282058
2016-10-31 20:00:00,2.0,2.1947,2.1975,1.8965,1.0419574200000001
2016-10-31 20:30:00,2.1935,1.8,2.2,1.5,0.09091023000000001
2016-10-31 21:00:00,1.5001,2.4,2.4,1.5,0.67668909
2016-10-31 21:30:00,1.6001,2.6999,2.6999,1.6001,0.056776019999999996
2016-10-31 22:00:00,2.0,2.6001,2.7,2.0,0.27401701999999983
2016-10-31 22:30:00,2.6001,1.9014,2.6001,1.9014,0.56024956
2016-10-31 23:00:00,1.9,2.0162,2.6719,1.9,1.4212178599999998
2016-10-31 23:30:00,2.6895,2.6895,2.6895,2.6895,0.00028539
2016-11-01 00:00:00,2.0001,2.3732,2.3732,2.0001,0.017186140000000003
2016-11-01 00:30:00,2.0,2.0,2.0,2.0,0.01203225
2016-11-01 01:00:00,2.0,2.0,2.0,2.0,0.06106775
2016-11-01 01:30:00,2.0,2.0,2.0,2.0,0.00312761
2016-11-01 02:00:00,2.4052,2.0,2.4053,2.0,0.2574
2016-11-01 02:30:00,2.0,2.0,2.0,2.0,0.08237238999999999
2016-11-01 03:00:00,2.0,2.0,2.0,2.0,0.02270035
2016-11-01 03:30:00,1.998,1.998,1.998,1.998,0.07025889
2016-11-01 04:00:00,1.8,2.33,2.33,1.8,0.11504901000000001
2016-11-01 05:30:00,1.9599,1.9599,1.9599,1.9599,0.00382782
2016-11-01 06:00:00,1.9598,1.9598,1.9598,1.9598,0.02315309
2016-11-01 06:30:00,1.9948,1.9948,1.9948,1.9948,0.00020604
2016-11-01 07:00:00,2.1,2.1,2.1,2.1,0.01
2016-11-01 08:30:00,2.268,2.268,2.268,1.9937,0.7090052900000002
2016-11-01 09:00:00,2.268,2.4483,2.4492,1.997,3.01011652
2016-11-01 09:30:00,2.446,2.27,2.447,2.27,0.16134394
2016-11-01 10:00:00,2.27,2.44,2.44,2.27,0.00643004
2016-11-01 10:30:00,2.44,2.4401,2.5,2.44,0.18314828
2016-11-01 11:00:00,2.5,2.495,2.7094,2.495,0.6494626299999999
2016-11-01 11:30:00,2.6,2.5,2.6,2.45,0.10650974
2016-11-01 12:00:00,2.7133,2.44,2.7186,2.44,0.38971269000000003
2016-11-01 13:00:00,2.5,2.44,5.0,2.44,1.15264593
2016-11-01 13:30:00,2.4408,2.5,2.5,2.4408,0.05450801
2016-11-01 14:00:00,2.4787,2.268,2.5028,2.268,0.48570075999999995
2016-11-01 15:00:00,2.5,2.268,2.5,2.268,0.047919210000000004
2016-11-01 15:30:00,2.27,2.49,2.49,2.27,0.16562914
2016-11-01 16:00:00,2.51,2.6,4.5,2.27,0.5004063499999999
2016-11-01 16:30:00,2.27,2.0276,2.27,2.0267,0.10187055
2016-11-01 17:00:00,2.023,2.0349,2.0349,2.023,0.01622027
2016-11-01 18:30:00,2.1098,2.25,4.0179,2.1098,1.3388402299999993
2016-11-01 19:00:00,2.159,2.3,2.3001,2.159,0.13292229
2016-11-01 19:30:00,2.3,2.1806,2.5899,2.1806,0.15409892999999997
2016-11-01 20:00:00,2.16,2.0999,2.16,2.0999,0.17067873
2016-11-01 20:30:00,2.0999,1.975,2.0999,1.9396,0.19200126
2016-11-01 21:00:00,1.9669,1.9669,1.9669,1.9669,0.03101719
2016-11-01 21:30:00,1.9355,1.8002,1.9355,1.8001,1.3641933800000001
2016-11-01 22:00:00,1.9674,1.9674,1.9674,1.9674,0.00624214
2016-11-01 22:30:00,1.8279,1.8279,1.8279,1.8279,0.00315864
2016-11-01 23:00:00,2.1,1.8532,2.1,1.8532,0.0607696
2016-11-01 23:30:00,2.006,1.8113,2.006,1.8113,0.035821389999999995
2016-11-02 00:00:00,1.9675,1.8007,1.9675,1.8007,0.04319936
2016-11-02 00:30:00,1.85,1.85,1.85,1.85,0.04634926999999999
2016-11-02 01:00:00,1.8,1.7616,1.8,1.5038,0.08745014
2016-11-02 01:30:00,1.7616,1.3551,1.7616,1.3551,0.39688329
2016-11-02 02:00:00,1.379,1.918,1.921,1.379,0.021474860000000012
2016-11-02 03:30:00,1.4204,1.4204,1.4204,1.4204,0.01051569
2016-11-02 04:00:00,1.421,1.4085,1.421,1.4085,0.058360140000000005
2016-11-02 04:30:00,1.4092,1.9999,1.9999,1.3514,0.05553448
2016-11-02 05:00:00,1.91,1.3641,1.91,1.3634,0.16110651
2016-11-02 05:30:00,1.3706,1.3706,1.3706,1.3706,0.03101437
2016-11-02 06:00:00,1.367,1.367,1.367,1.367,1.1
2016-11-02 06:30:00,1.7,1.3843,1.907,1.3843,0.025046449999999998
2016-11-02 07:00:00,1.4239,1.4238,1.4239,1.4238,0.01050567
2016-11-02 07:30:00,1.501,1.69,1.69,1.501,0.7427807600000002
2016-11-02 08:00:00,1.6897,1.501,1.846,1.501,0.15807501999999998
2016-11-02 08:30:00,1.5055,1.5055,1.5055,1.5055,0.04041478
2016-11-02 09:30:00,1.5088,1.5088,1.5088,1.5088,0.00502361
2016-11-02 10:00:00,1.577,1.577,1.577,1.577,0.01052
2016-11-02 11:00:00,1.6,1.5531,1.6,1.5531,0.00397885
2016-11-02 11:30:00,1.501,1.501,1.501,1.501,0.13585913000000002
2016-11-02 13:00:00,1.4149,1.3759,1.7029,1.3642,0.05617364
2016-11-02 13:30:00,1.3993,1.3993,1.3993,1.3993,0.00301083
2016-11-02 14:00:00,1.3804,1.3804,1.3804,1.3804,0.0033
2016-11-02 14:30:00,1.3801,1.3667,1.3801,1.3666,0.57311988
2016-11-02 15:00:00,1.3657,1.35,1.3694,1.35,1.5265872300000005
